Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,PrimaryHierarchy_Code,PrimaryHierarchy_Name,ClassificationCategory_Code,ClassificationCategory_Name,Comments
Apparel ,displayproduct,Display Product Name,MPH1110102102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110102103,Formal coats jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110102104,Formal dress,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110103100,Maternity Day Wear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110103101,Maternity Lingerie,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110103102,Maternity Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110103103,Maternity Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104104,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110104106,Sports innerwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105100,Bras & Bra Sets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105101,Camisoles & Camisole Sets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105102,Lingerie Sets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105103,Corsets & Bustier,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105104,Sleepwear & Robes,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105105,Gowns,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105106,Panties,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105107,Intimate wear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105108,Stockings &Tights,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110105109,Shapewear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1110106100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111100100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111100101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111100102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111100103,Formal coats & jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101100,T-Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101107,Casual Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111101109,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111102104 ,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103100,Kurta,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103101,Kurta set with bottom,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103102,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103103,Ethnic suits,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103104,Ethnic headgear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103105,Nehru Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103106,Sherwani,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103107,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103108,Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111103109,Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104100,Briefs,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104101,Trunks,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104102,Boxers,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104103,Vests,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104104,Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111104106,Thermals,apparelCC,apparelClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111105100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,collectionapparel,Collection,MPH1110100108,Blouses,collectionapparelCC,collectionapparelClassifyingCategory,
Apparel ,womenethinicbottomwearpattern,Pattern,MPH1110100107,Lehenga sets,womenethinicbottomwearpatternCC,womenethinicbottomwearpatternClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100100,Sarees,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100101,Kurta & kurtis,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100102,Suit Sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100103,Dress material,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100104,Ethnic bottom ,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100105,Duppatta,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100106,Ethnic Dresses,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100107,Lehenga sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110100108,Blouses,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101100,Tops and tees,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101107,Casual jackets and blazers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101109,Casual dresses,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101110,Shrugs and cardigans,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101111,Skirts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101112,Capris,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101113,Leggings & Jeggings,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110101114,Jump suits,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110102100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110102101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110102102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110102103,Formal coats jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110102104,Formal dress,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110103100,Maternity Day Wear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110103101,Maternity Lingerie,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110103102,Maternity Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110103103,Maternity Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104104,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110104106,Sports innerwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105100,Bras & Bra Sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105101,Camisoles & Camisole Sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105102,Lingerie Sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105103,Corsets & Bustier,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105104,Sleepwear & Robes,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105105,Gowns,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105106,Panties,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105107,Intimate wear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105108,Stockings &Tights,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110105109,Shapewear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110106100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111100100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111100101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111100102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111100103,Formal coats & jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101100,T-Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101107,Casual Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111101109,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111102104 ,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103100,Kurta,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103101,Kurta set with bottom,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103102,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103103,Ethnic suits,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103104,Ethnic headgear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103105,Nehru Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103106,Sherwani,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103107,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103108,Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111103109,Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104100,Briefs,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104101,Trunks,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104102,Boxers,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104103,Vests,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104104,Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111104106,Thermals,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111105100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,collectioninfoapparel,Collection Info ,MPH1110100108,Blouses,collectioninfoapparelCC,collectioninfoapparelClassifyingCategory,
Apparel ,sockusage,Usage,MPH1110106100,Socks,sockusageCC,sockusageClassifyingCategory,
Apparel ,sockusage,Usage,MPH1111105100,Socks,sockusageCC,sockusageClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100100,Sarees,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100101,Kurta & kurtis,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100102,Suit Sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100103,Dress material,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100104,Ethnic bottom ,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100105,Duppatta,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100106,Ethnic Dresses,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100107,Lehenga sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110100108,Blouses,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101100,Tops and tees,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101101,casual shirts,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101102,Jeans,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101103,Casual trousers,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101104,Shorts,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101105,Sweatshirts and hoodies,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101106,Sweaters,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101107,Casual jackets and blazers,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101108,Track pants,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101109,Casual dresses,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101110,Shrugs and cardigans,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101111,Skirts,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101112,Capris,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101113,Leggings & Jeggings,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110101114,Jump suits,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102100,Formal shirt,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102101,Formal trousers,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102102,Formal suits,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102103,Formal coats jackets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102104,Formal dress,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110103100,Maternity Day Wear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110103101,Maternity Lingerie,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110103102,Maternity Sleepwear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110103103,Maternity Accessories,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104100,Sports tshirt,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104101,Sports shorts,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104102,Sports sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104103,Sports jackets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104104,Track pants,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104105,Swimwear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110104106,Sports innerwear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105100,Bras & Bra Sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105101,Camisoles & Camisole Sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105102,Lingerie Sets,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105103,Corsets & Bustier,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105104,Sleepwear & Robes,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105105,Gowns,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105106,Panties,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105107,Intimate wear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105108,Stockings &Tights,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110105109,Shapewear,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womensetcontents,Set Contents,MPH1110100107,Lehenga sets,womensetcontentsCC,womensetcontentsClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110100106,Ethnic Dresses,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110103100,Maternity Day Wear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110103101,Maternity Lingerie,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110103102,Maternity Sleepwear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110103103,Maternity Accessories,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104100,Sports tshirt,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104101,Sports shorts,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104102,Sports sets,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104103,Sports jackets,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104104,Track pants,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104105,Swimwear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104106,Sports innerwear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105100,Bras & Bra Sets,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105101,Camisoles & Camisole Sets,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105102,Lingerie Sets,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105103,Corsets & Bustier,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105104,Sleepwear & Robes,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105105,Gowns,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105106,Panties,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105107,Intimate wear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105108,Stockings &Tights,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105109,Shapewear,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100100,Sarees,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100101,Kurta & kurtis,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100102,Suit Sets,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100103,Dress material,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100104,Ethnic bottom ,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100105,Duppatta,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100106,Ethnic Dresses,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100107,Lehenga sets,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110100108,Blouses,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101100,Tops and tees,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101101,casual shirts,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101102,Jeans,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101103,Casual trousers,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101104,Shorts,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101105,Sweatshirts and hoodies,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101106,Sweaters,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101107,Casual jackets and blazers,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101108,Track pants,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101109,Casual dresses,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101110,Shrugs and cardigans,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101111,Skirts,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101112,Capris,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101113,Leggings & Jeggings,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110101114,Jump suits,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110102100,Formal shirt,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110102101,Formal trousers,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110102102,Formal suits,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110102103,Formal coats jackets,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110102104,Formal dress,modelfitCC,modelfitClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110103100,Maternity Day Wear,modelfitCC,modelfitClassifyingCategory,
