"category_code","template_code","display_order","required","filterable","searchable","comparable","visible","editable","metadata"
"MPH1111103104","displayproduct","10","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111103105","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111103106","displayproduct","12","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111103107","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111103108","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111103109","displayproduct","8","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104100","displayproduct","10","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104101","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104102","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104103","displayproduct","13","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104104","displayproduct","12","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104105","displayproduct","11","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111104106","displayproduct","9","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1111105100","displayproduct","6","false","true","true","true","true","true","{""displayGroup"": ""Display Product Name""}"
"MPH1110100108","collectionapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Collection""}"
"MPH1110100107","womenethinicbottomwearpattern","15","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110100100","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100101","weightapparel","22","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100102","weightapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100103","weightapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100104","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100105","weightapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100106","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100107","weightapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100108","weightapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101100","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101101","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101102","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101103","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101104","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101105","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101106","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101107","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101108","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101109","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101110","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101111","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101112","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101113","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110101114","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110102100","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110102101","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110102102","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110102103","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110102104","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110103100","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110103101","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110103102","weightapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110103103","weightapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104100","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104101","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104102","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104103","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104104","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104105","weightapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110104106","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105100","weightapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105101","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105102","weightapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105103","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105104","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105105","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105106","weightapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105107","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105108","weightapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110105109","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110106100","weightapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111100100","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111100101","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111100102","weightapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111100103","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101100","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101101","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101102","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101103","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101104","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101105","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101106","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101107","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101108","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111101109","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102100","weightapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102101","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102102","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102103","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102105","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111102104 ","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103100","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103101","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103102","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103103","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103104","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103105","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103106","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103107","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103108","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111103109","weightapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104100","weightapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104101","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104102","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104103","weightapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104104","weightapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104105","weightapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111104106","weightapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1111105100","weightapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Weight""}"
"MPH1110100108","collectioninfoapparel","18","false","true","true","true","true","true","{""displayGroup"": ""Collection Info ""}"
"MPH1110106100","sockusage","7","false","true","true","true","true","true","{""displayGroup"": ""Usage""}"
"MPH1111105100","sockusage","8","false","true","true","true","true","true","{""displayGroup"": ""Usage""}"
"MPH1110100100","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100101","womenfabric","23","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100102","womenfabric","18","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100103","womenfabric","10","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100104","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100105","womenfabric","9","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100106","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100107","womenfabric","17","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100108","womenfabric","19","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101100","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101101","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101102","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101103","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101104","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101105","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101106","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101107","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101108","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101109","womenfabric","15","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101110","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101111","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101112","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101113","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110101114","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110102100","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110102101","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110102102","womenfabric","15","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110102103","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110102104","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110103100","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110103101","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110103102","womenfabric","9","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110103103","womenfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104100","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104101","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104102","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104103","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104104","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104105","womenfabric","10","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110104106","womenfabric","12","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105100","womenfabric","16","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105101","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105102","womenfabric","18","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105103","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105104","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105105","womenfabric","11","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105106","womenfabric","9","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105107","womenfabric","14","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105108","womenfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110105109","womenfabric","13","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1110100107","womensetcontents","18","false","true","true","true","true","true","{""displayGroup"": ""Set Contents""}"
"MPH1110100106","womenpattern","13","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110103100","womenpattern","13","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110103101","womenpattern","14","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110103102","womenpattern","10","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110103103","womenpattern","8","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104100","womenpattern","14","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104101","womenpattern","12","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104102","womenpattern","15","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104103","womenpattern","12","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104104","womenpattern","12","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104105","womenpattern","11","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110104106","womenpattern","13","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105100","womenpattern","17","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105101","womenpattern","15","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105102","womenpattern","19","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105103","womenpattern","14","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105104","womenpattern","12","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105105","womenpattern","12","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105106","womenpattern","10","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105107","womenpattern","15","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105108","womenpattern","9","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110105109","womenpattern","14","false","true","true","true","true","true","{""displayGroup"": ""Pattern""}"
"MPH1110100100","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100101","modelfit","24","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100102","modelfit","19","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100103","modelfit","11","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100104","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100105","modelfit","10","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100106","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100107","modelfit","19","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100108","modelfit","20","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101100","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101101","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101102","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101103","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101104","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101105","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101106","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101107","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101108","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101109","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101110","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101111","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101112","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101113","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110101114","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110102100","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110102101","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110102102","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110102103","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110102104","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110103100","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110103101","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110103102","modelfit","11","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110103103","modelfit","9","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104100","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104101","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104102","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104103","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104104","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104105","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110104106","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105100","modelfit","18","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105101","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105102","modelfit","20","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105103","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105104","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105105","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105106","modelfit","11","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105107","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105108","modelfit","10","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110105109","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110106100","modelfit","8","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111100100","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111100101","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111100102","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111100103","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101100","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101101","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101102","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101103","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101104","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101105","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101106","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101107","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101108","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111101109","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102100","modelfit","16","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102101","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102102","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102103","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102105","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111102104 ","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103100","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103101","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103102","modelfit","11","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103103","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103104","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103105","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103106","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103107","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111103108","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104100","modelfit","12","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104101","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104102","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104103","modelfit","15","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104104","modelfit","14","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104105","modelfit","13","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111104106","modelfit","11","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1111105100","modelfit","9","false","true","true","true","true","true","{""displayGroup"": ""Model fit""}"
"MPH1110100","featureapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101100","featureapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101101","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101102","featureapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101103","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101104","featureapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101105","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101106","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101107","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101108","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101109","featureapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101110","featureapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101111","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101112","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101113","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110101114","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110102100","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110102101","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110102102","featureapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110102103","featureapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110102104","featureapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110103100","featureapparel","15","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
"MPH1110103101","featureapparel","16","false","true","true","true","true","true","{""displayGroup"": ""Feature""}"
